id,prefix,LSSIN,SKU,marketplace_id,gl,gl_description,item_name,variance_type,variance,image,description,color_name,material_type,msrp,msrp_tax_amount,category_id,category_name,subcategory_id,subcategory_name,brand_id,brand_name,number_of_items,hts_code,parent_lssin,is_base_product,size,unit_of_measurement,country_of_origin,care_instructions,is_vintage,is_pre_order
150,LS,LS150,,1,1,gl_dining,Domo Gold Charger Plate,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/0001829_21100859.jpg?v=1676651028,,Gold,,7619,6399.96,1,dinnerware,1,charger_plates,10,Vista Alegre,1,,,,,,Portugal,,,
151,LS,LS151,,1,1,gl_dining,Mini Cabbage Bowl - Bread,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/ScreenShot2022-09-19at12.33.53PM_8d9ffe38-df83-45be-acd7-75ac90234970.png?v=1676481447,,Green,Ceramic,429,360.36,1,dinnerware,5,bowls,6,Bordallo Pinheiro,1,,,,12,cm,Portugal,Microwave and dishwasher safe (moderate use),,
152,LS,LS152,,1,1,gl_dining,Small Cabbage Bowl,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/ScreenShot2022-09-19at12.33.53PM_03fbf167-911a-492d-bee6-46977160a582.png?v=1676481369,,Green,Ceramic,619,519.96,1,dinnerware,5,bowls,6,Bordallo Pinheiro,1,,,,15,cm,Portugal,Microwave and dishwasher safe (moderate use),,
153,LS,LS153,,1,1,gl_dining,Transatlantica Dessert Plate,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/transatlantica_dessert_plate_min_of_4___54109.jpg?v=1676144867,,Blue,Porcelain,1242,1043.28,1,dinnerware,4,dessert_plates,10,Vista Alegre,1,,,,19.5,cm,Portugal,Not suitable for microwave or dishwasher use,,
154,LS,LS154,,1,1,gl_dining,Countryside Caterpillar Plate,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/ScreenShot2022-12-14at8.37.05AM.png?v=1671028710,,Green,Ceramic,1154,969.36,2,serverware,10,small_dishes,6,Bordallo Pinheiro,1,,,,28,cm,Portugal,Not suitable for microwave or dishwasher use,,
155,LS,LS155,,1,1,gl_dining,Wooden Nutcracker Place Card Holders - Set of 6,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/1_de9d1bae-cd75-433f-b7fb-447edea793c5.png?v=1669943897,,,Wood,2000,1680,10,decorative,,,12,La Social,6,,,,10,cm,England,,Y,
156,LS,LS156,,1,1,gl_dining,Yellow Etched Boopie Champagne Glass - Set of 8,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/Untitleddesign_1_copy_2c386843-4022-499c-9f7c-05996a173d84.png?v=1669941856,,Yellow,Glass,8800,7392,4,glassware,16,champagne_flutes,12,La Social,8,,,,11,cm,England,Handwash,Y,
157,LS,LS157,,1,1,gl_dining,Boopie Water Glass - Set of 8,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/Untitleddesign_1_1bf32771-bedc-4576-a86f-67ef03858d43.png?v=1669939795,,Red,Glass,4320,3628.8,4,glassware,17,drinking_glasses,12,La Social,8,,,,11,cm,England,Handwash,Y,
158,LS,LS158,,1,1,gl_dining,White Lace Dinner Plate,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/Untitleddesign_1_c492dc5b-0e46-4597-a325-1ab60550276c.png?v=1669937471,,White,Ceramic,750,630,1,dinnerware,2,dinner_plates,12,La Social,1,,,,26,cm,England,Microwave and dishwasher safe,Y,
159,LS,LS159,,1,1,gl_dining,Old Britain Castles Charger Plate,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/ScreenShot2022-12-01at4.41.56PM.png?v=1669936458,,Blue,Ceramic,1200,1008,1,dinnerware,1,charger_plates,12,La Social,1,,,,30,cm,England,Microwave and dishwasher safe,Y,
160,LS,LS160,,1,1,gl_dining,Bicos Bicolor Multipurpose Glass,Color,Red,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/2_044f0871-d302-4387-9f49-d6b9e9529ada.png?v=1669741863,,Red,Crystal,1129,948.36,4,glassware,17,drinking_glasses,10,Vista Alegre,1,,,,17,cm,Portugal,Not suitable for microwave or dishwasher use,,
161,LS,LS161,,1,1,gl_dining,Bicos Bicolor Multipurpose Glass,Color,Green,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/1_babb8ad0-8001-42c2-9da5-84284c756848.png?v=1669741863,,Green,Crystal,1069,897.96,4,glassware,17,drinking_glasses,10,Vista Alegre,1,,,,17,cm,Portugal,Not suitable for microwave or dishwasher use,,
162,LS,LS162,,1,1,gl_dining,Bicos Bicolor Multipurpose Glass,Color,Grey,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/Untitleddesign_1_copy_741619d7-d7e8-43a8-8ead-93092ade7777.png?v=1669741863,,Grey,Crystal,1069,897.96,4,glassware,17,drinking_glasses,10,Vista Alegre,1,,,,17,cm,Portugal,Not suitable for microwave or dishwasher use,,
163,LS,LS163,,1,1,gl_dining,Bicos Bicolor Multipurpose Glass,Color,Ambar,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/Untitleddesign_1_9319d446-3e11-422a-a4a1-219abffd08a0.png?v=1669741857,,Ambar,Crystal,1069,897.96,4,glassware,17,drinking_glasses,10,Vista Alegre,1,,,,17,cm,Portugal,Not suitable for microwave or dishwasher use,,
164,LS,LS164,,1,1,gl_dining,Molecot Sevilla Salad Bowl,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/Ensaladera_Grande_Sevilla_01.jpg?v=1667499118,,Blue,Limoges Porcelain,8268,6945.12,2,serverware,31,salad_bowl,7,Molecot,1,,,,250,cl,France,Not suitable for microwave or dishwasher use,,Y
165,LS,LS165,,1,1,gl_dining,Molecot Sevilla Bread Plate,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/Pan_Sevilla_01.jpg?v=1667498332,,Blue,Limoges Porcelain,1537,1291.08,1,dinnerware,6,bread_plates,7,Molecot,1,,,,15,cm,France,Not suitable for microwave or dishwasher use,,Y
166,LS,LS166,,1,1,gl_dining,Molecot Sevilla Dessert Plate,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/sevilla-postre-nuevo.jpg?v=1667498215,,Blue,Limoges Porcelain,2385,2003.4,1,dinnerware,4,dessert_plates,7,Molecot,1,,,,21.5,cm,France,Not suitable for microwave or dishwasher use,,Y
167,LS,LS167,,1,1,gl_dining,Molecot Sevilla Soup Plate,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/Sopero_Sevilla_01.jpg?v=1667498023,,Blue,Limoges Porcelain,2544,2136.96,1,dinnerware,3,soup_plates,7,Molecot,1,,,,22.5,cm,France,Not suitable for microwave or dishwasher use,,Y
168,LS,LS168,,1,1,gl_dining,Molecot Sevilla Dinner Plate,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/Llano_Sevilla_01.jpg?v=1667497909,,Blue,Limoges Porcelain,2544,2136.96,1,dinnerware,2,dinner_plates,7,Molecot,1,,,,26.5,cm,France,Not suitable for microwave or dishwasher use,,Y
169,LS,LS169,,1,1,gl_dining,Molecot Sevilla Charger Plate,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/Bajo_Plato_Sevilla_01.jpg?v=1667497763,,Blue,Limoges Porcelain,5088,4273.92,1,dinnerware,1,charger_plates,7,Molecot,1,,,,32,cm,France,Not suitable for microwave or dishwasher use,,Y
170,LS,LS170,,1,1,gl_dining,Molecot Punk Milk Jug,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/Punk_Leche_negro_01.jpg?v=1667497419,,Black,Limoges Porcelain,4505,3784.2,2,serverware,38,milk_jug,7,Molecot,1,,,,16,cl,France,Not suitable for microwave or dishwasher use,,Y
171,LS,LS171,,1,1,gl_dining,Molecot Punk Sugar Bowl,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/Punk_Azucarero_negro_01.jpg?v=1667497330,,Black,Limoges Porcelain,6360,5342.4,2,serverware,36,sugar_bowl,7,Molecot,1,,,,25,cl,France,Not suitable for microwave or dishwasher use,,Y
172,LS,LS172,,1,1,gl_dining,Molecot Punk Teapot,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/Punk_Tetera_negro_01.jpg?v=1667496637,,Black,Limoges Porcelain,10495,8815.8,4,glassware,22,coffee_mugs_and_tea_cups,7,Molecot,1,,,,125,cl,France,Not suitable for microwave or dishwasher use,,Y
173,LS,LS173,,1,1,gl_dining,Molecot Punk Sauce Boat,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/Punk_Salsera_negro_01.jpg?v=1667496161,,Black,Limoges Porcelain,5883,4941.72,2,serverware,14,sauce_boats,7,Molecot,1,,,,20,cl,France,Not suitable for microwave or dishwasher use,,Y
174,LS,LS174,,1,1,gl_dining,Molecot Punk Oval Platter,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/Punk_Fuente_negro_01.jpg?v=1667495645,,Black,Limoges Porcelain,9591,8056.44,2,serverware,9,platters,7,Molecot,1,,,,40 x 27 ,cm,France,Not suitable for microwave or dishwasher use,,Y
175,LS,LS175,,1,1,gl_dining,Molecot Punk Tea Cup,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/Punk_Taza_Te_negro_01.jpg?v=1667494500,,Black,Limoges Porcelain,3021,2537.64,4,glassware,22,coffee_mugs_and_tea_cups,7,Molecot,1,,,,20,cl,France,Not suitable for microwave or dishwasher use,,Y
176,LS,LS176,,1,1,gl_dining,Molecot Punk Coffee Cup,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/Punk_Taza_Cafe_negro_01.jpg?v=1667494418,,Black,Limoges Porcelain,2567,2156.28,4,glassware,22,coffee_mugs_and_tea_cups,7,Molecot,1,,,,8,cl,France,Not suitable for microwave or dishwasher use,,Y
177,LS,LS177,,1,1,gl_dining,Molecot Punk Bread Plate,Color,Black,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/Punk_Pan_negro_01-1.jpg?v=1667494221,,Black,Limoges Porcelain,1750,1470,1,dinnerware,6,bread_plates,7,Molecot,1,,,,13,cm,France,Not suitable for microwave or dishwasher use,,Y
178,LS,LS178,,1,1,gl_dining,Molecot Punk Bread Plate,Color,Green,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/coleccion-punk-verde-molecot-6.jpg?v=1667494221,,Green,Limoges Porcelain,1750,1470,1,dinnerware,6,bread_plates,7,Molecot,1,,,,13,cm,France,Not suitable for microwave or dishwasher use,,Y
179,LS,LS179,,1,1,gl_dining,Molecot Punk Soup Plate,Color,Black,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/Punk_Sopero_negro_01.jpg?v=1667493433,,Black,Limoges Porcelain,2781,2336.04,1,dinnerware,3,soup_plates,7,Molecot,1,,,,22.5,cm,France,Not suitable for microwave or dishwasher use,,Y
180,LS,LS180,,1,1,gl_dining,Molecot Punk Soup Plate,Color,Green,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/coleccion-punk-verde-molecot-3.jpg?v=1667493434,,Green,Limoges Porcelain,2781,2336.04,1,dinnerware,3,soup_plates,7,Molecot,1,,,,22.5,cm,France,Not suitable for microwave or dishwasher use,,Y
181,LS,LS181,,1,1,gl_dining,Molecot Punk Dessert Plate,Color,Black,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/Punk_Postre_negro_01.jpg?v=1667492342,,Black,Limoges Porcelain,2675,2247,1,dinnerware,4,dessert_plates,7,Molecot,1,,,,21.5,cm,France,Not suitable for microwave or dishwasher use,,Y
182,LS,LS182,,1,1,gl_dining,Molecot Punk Dessert Plate,Color,Green,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/coleccion-punk-verde-molecot-8.jpg?v=1667492342,,Green,Limoges Porcelain,2675,2247,1,dinnerware,4,dessert_plates,7,Molecot,1,,,,21.5,cm,France,Not suitable for microwave or dishwasher use,,Y
183,LS,LS183,,1,1,gl_dining,Molecot Punk Dinner Plate,Color,Black,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/Punk_Llano_negro_01-1.jpg?v=1667491343,,Black,Limoges Porcelain,2781,2336.04,1,dinnerware,2,dinner_plates,7,Molecot,1,,,,26.5,cm,France,Not suitable for microwave or dishwasher use,,Y
184,LS,LS184,,1,1,gl_dining,Molecot Punk Dinner Plate,Color,Green,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/coleccion-punk-verde-molecot-7.jpg?v=1667491343,,Green,Limoges Porcelain,2781,2336.04,1,dinnerware,2,dinner_plates,7,Molecot,1,,,,26.5,cm,France,Not suitable for microwave or dishwasher use,,Y
185,LS,LS185,,1,1,gl_dining,Molecot Punk Charger Plate,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/Punk_Bajoplato_negro_01-1.jpg?v=1667491097,,Black,Limoges Porcelain,5455,4582.2,1,dinnerware,1,charger_plates,7,Molecot,1,,,,32,cm,France,Not suitable for microwave or dishwasher use,,Y
186,LS,LS186,,1,1,gl_dining,Molecot Peaks Large Salad Bowl,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/Peaks_Ensaladera_negro_01.jpg?v=1667490073,,Black,Limoges Porcelain,9680,8131.2,2,serverware,31,salad_bowl,7,Molecot,1,,,,250,cl,France,Not suitable for microwave or dishwasher use,,Y
187,LS,LS187,,1,1,gl_dining,Molecot Peaks Rice & Pasta Serving Bowl,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/Peaks_Arrocera_negro_02.jpg?v=1667489790,,Black,Limoges Porcelain,7808,6558.72,1,dinnerware,5,bowls,7,Molecot,1,,,,29,cm,France,Not suitable for microwave or dishwasher use,,Y
188,LS,LS188,,1,1,gl_dining,Molecot Peaks Dessert Plate,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/Peaks_Postre_negro_01.jpg?v=1667489492,,Black,Limoges Porcelain,2675,2247,1,dinnerware,4,dessert_plates,7,Molecot,1,,,,21.5,cm,France,Not suitable for microwave or dishwasher use,,Y
189,LS,LS189,,1,1,gl_dining,Molecot Peaks Soup Plate,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/Peaks_Sopero_negro_01.jpg?v=1667486849,,Black,Limoges Porcelain,2781,2336.04,1,dinnerware,3,soup_plates,7,Molecot,1,,,,21,cm,France,Not suitable for microwave or dishwasher use,,Y
190,LS,LS190,,1,1,gl_dining,Molecot Peaks Dinner Plate,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/Peaks_Llano_negro_01.jpg?v=1667486107,,Black,Limoges Porcelain,2781,2336.04,1,dinnerware,2,dinner_plates,7,Molecot,1,,,,26.5,cm,France,Not suitable for microwave or dishwasher use,,Y
191,LS,LS191,,1,1,gl_dining,Molecot Peaks Charger Plate,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/Peaks_Bajoplato_negro_01.jpg?v=1667485667,,Black,Limoges Porcelain,5455,4582.2,1,dinnerware,1,charger_plates,7,Molecot,1,,,,32,cm,France,Not suitable for microwave or dishwasher use,,Y
192,LS,LS192,,1,1,gl_dining,Molecot Jaipur Bread Plate,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/jaipur-dinner-plate_4fe5df12-b081-45b8-8d21-d95a8270892b.jpg?v=1667432006,,Blue & Red,Limoges Porcelain,2041,1714.44,1,dinnerware,6,bread_plates,7,Molecot,1,,,,15,cm,France,Not suitable for microwave or dishwasher use,,Y
193,LS,LS193,,1,1,gl_dining,Molecot Jaipur Soup Bowl,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/jaipur-bowl_e20bb5c6-dbf1-419a-832e-d4e8edfbe55c.jpg?v=1667431760,,Blue & Red,Limoges Porcelain,2995,2515.8,1,dinnerware,5,bowls,7,Molecot,1,,,,21,cm,France,Not suitable for microwave or dishwasher use,,Y
194,LS,LS194,,1,1,gl_dining,Molecot Jaipur Dessert Plate,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/jaipur-dinner-plate_8c609111-3875-4c6b-a057-7947b77f4461.jpg?v=1667431305,,Blue & Red,Limoges Porcelain,2916,2449.44,1,dinnerware,4,dessert_plates,7,Molecot,1,,,,22,cm,France,Not suitable for microwave or dishwasher use,,Y
195,LS,LS195,,1,1,gl_dining,Molecot Jaipur Dinner Plate,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/jaipur-dinner-plate.jpg?v=1667430804,,Blue & Red,Limoges Porcelain,2995,2515.8,1,dinnerware,2,dinner_plates,7,Molecot,1,,,,26.5,cm,France,Not suitable for microwave or dishwasher use,,Y
196,LS,LS196,,1,1,gl_dining,Molecot Drops Tea Cup,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/coffee-moka-cup_8d23dc71-61a8-47a3-bb12-7d063b881625.jpg?v=1667429585,,Black,Limoges Porcelain,3392,2849.28,4,glassware,22,coffee_mugs_and_tea_cups,7,Molecot,1,,,,,,France,Not suitable for microwave or dishwasher use,,Y
197,LS,LS197,,1,1,gl_dining,Molecot Drops Coffee Cup,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/coffee-moka-cup.jpg?v=1667429158,,Black,Limoges Porcelain,2825,2373,4,glassware,22,coffee_mugs_and_tea_cups,7,Molecot,1,,,,8,cl,France,Not suitable for microwave or dishwasher use,,Y
198,LS,LS198,,1,1,gl_dining,Molecot Drops Bread Plate,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/plato-pan-drops.jpg?v=1667427556,,Black,Limoges Porcelain,1990,1671.6,1,dinnerware,6,bread_plates,7,Molecot,1,,,,15,cm,France,Not suitable for microwave or dishwasher use,,Y
199,LS,LS199,,1,1,gl_dining,Molecot Drops Dessert Plate,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/plato-postre-drops.jpg?v=1667425618,,Black,Limoges Porcelain,2900,2436,1,dinnerware,4,dessert_plates,7,Molecot,1,,,,22,cm,France,Not suitable for microwave or dishwasher use,,Y
200,LS,LS200,,1,1,gl_dining,Molecot Drops Soup Plate,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/bowl-_drops_02.jpg?v=1667425425,,Black,Limoges Porcelain,2995,2515.8,1,dinnerware,3,soup_plates,7,Molecot,1,,,,21,cm,France,Not suitable for microwave or dishwasher use,,Y
201,LS,LS201,,1,1,gl_dining,Molecot Drops Dinner Plate,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/ScreenShot2022-11-02at3.36.01PM.png?v=1667425018,,Black,Limoges Porcelain,2960,2486.4,1,dinnerware,2,dinner_plates,7,Molecot,1,,,,26.5,cm,France,Not suitable for microwave or dishwasher use,,Y
202,LS,LS202,,1,1,gl_dining,Silver Plated Pheasants - Pair,Size,6 x 14 cm,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/4.png?v=1667260518,,,Silver Plated,1490,1251.6,10,decorative,,,11,Oliphante,1,,,,6 x 14 ,cm,Mexico,Clean with Silvo and polish with a soft fabric afterwards.,,
203,LS,LS203,,1,1,gl_dining,Silver Plated Pheasants - Pair,Size,17 x 32 cm,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/3_bc0a6e27-1456-48b3-85fd-674d3c4008cc.png?v=1667260518,,,Silver Plated,5800,4872,10,decorative,,,11,Oliphante,1,,,,17 x 32 ,cm,Mexico,Clean with Silvo and polish with a soft fabric afterwards.,,
204,LS,LS204,,1,4,gl_living_room,Silver Plated Mint Julep Vase,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/20.png?v=1667259835,,,Silver Plated,1050,882,10,decorative,30,vases,11,Oliphante,1,,,,8.5 x 12 ,cm,Mexico,Clean with Silvo and polish with a soft fabric afterwards.,,
205,LS,LS205,,1,4,gl_living_room,Silver Plated Mini Bud Vase,Style,1,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/16.png?v=1670893595,,,Silver Plated,1650,1386,10,decorative,30,vases,11,Oliphante,1,,,, 6  x 11.5 (sizes may vary),cm,Mexico,Clean with Silvo and polish with a soft fabric afterwards.,,
206,LS,LS206,,1,4,gl_living_room,Silver Plated Mini Bud Vase,Style,2,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/6.png?v=1670893595,,,Silver Plated,950,798,10,decorative,30,vases,11,Oliphante,1,,,, 6  x 11.5 (sizes may vary),cm,Mexico,Clean with Silvo and polish with a soft fabric afterwards.,,
207,LS,LS207,,1,4,gl_living_room,Silver Plated Mini Bud Vase,Style,3,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/10.png?v=1670893595,,,Silver Plated,950,798,10,decorative,30,vases,11,Oliphante,1,,,, 6  x 11.5 (sizes may vary),cm,Mexico,Clean with Silvo and polish with a soft fabric afterwards.,,
208,LS,LS208,,1,4,gl_living_room,Silver Plated Mini Bud Vase,Style,4,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/11.png?v=1670893595,,,Silver Plated,950,798,10,decorative,30,vases,11,Oliphante,1,,,, 6  x 11.5 (sizes may vary),cm,Mexico,Clean with Silvo and polish with a soft fabric afterwards.,,
209,LS,LS209,,1,4,gl_living_room,Silver Plated Mini Bud Vase,Style,5,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/13.png?v=1670893595,,,Silver Plated,950,798,10,decorative,30,vases,11,Oliphante,1,,,, 6  x 11.5 (sizes may vary),cm,Mexico,Clean with Silvo and polish with a soft fabric afterwards.,,
210,LS,LS210,,1,4,gl_living_room,Silver Plated Mini Bud Vase,Style,6,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/14.png?v=1670893595,,,Silver Plated,950,798,10,decorative,30,vases,11,Oliphante,1,,,, 6  x 11.5 (sizes may vary),cm,Mexico,Clean with Silvo and polish with a soft fabric afterwards.,,
211,LS,LS211,,1,4,gl_living_room,Silver Plated Mini Bud Vase,Style,7,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/15.png?v=1670893595,,,Silver Plated,950,798,10,decorative,30,vases,11,Oliphante,1,,,, 6  x 11.5 (sizes may vary),cm,Mexico,Clean with Silvo and polish with a soft fabric afterwards.,,
212,LS,LS212,,1,4,gl_living_room,Silver Plated Mini Bud Vase,Style,8,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/17.png?v=1667258530,,,Silver Plated,950,798,10,decorative,30,vases,11,Oliphante,1,,,, 6  x 11.5 (sizes may vary),cm,Mexico,Clean with Silvo and polish with a soft fabric afterwards.,,
213,LS,LS213,,1,4,gl_living_room,Silver Plated Mini Bud Vase,Style,9,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/18.png?v=1667258527,,,Silver Plated,950,798,10,decorative,30,vases,11,Oliphante,1,,,, 6  x 11.5 (sizes may vary),cm,Mexico,Clean with Silvo and polish with a soft fabric afterwards.,,
214,LS,LS214,,1,1,gl_dining,Silver Plated Legged Dish,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/12_a50b59f9-57e0-4dae-b38f-78e774a0bb95.png?v=1667257872,,,Silver Plated,3690,3099.6,10,decorative,,,11,Oliphante,1,,,,,,Mexico,Clean with Silvo and polish with a soft fabric afterwards.,,
215,LS,LS215,,1,1,gl_dining,Ostrich Silver Plated Legged Egg,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/9.png?v=1667257921,,,Silver Plated,3690,3099.6,10,decorative,,,11,Oliphante,1,,,,,,Mexico,Clean with Silvo and polish with a soft fabric afterwards.,,
216,LS,LS216,,1,4,gl_living_room,Oliphante Silver Plated Egg Candle Holder,Size,31 cm,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/7.png?v=1667257978,,,Silver Plated,3300,2772,10,decorative,,,11,Oliphante,1,,,,31,cm,Mexico,Clean with Silvo and polish with a soft fabric afterwards.,,
217,LS,LS217,,1,4,gl_living_room,Oliphante Silver Plated Egg Candle Holder,Size,41 cm,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/8.png?v=1667257978,,,Silver Plated,3800,3192,10,decorative,,,11,Oliphante,1,,,,41,cm,Mexico,Clean with Silvo and polish with a soft fabric afterwards.,,
218,LS,LS218,,1,4,gl_living_room,Oliphante Silver Plated Candle Holder - Pair,Size,7.5  cm,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/2_799d07cd-ce7d-41f3-9f5e-ba590974d535.png?v=1667258066,,,,1790,1503.6,10,decorative,,,11,Oliphante,1,,,,7.5,cm,Mexico,Clean with Silvo and polish with a soft fabric afterwards.,,
219,LS,LS219,,1,4,gl_living_room,Oliphante Silver Plated Candle Holder - Pair,Size,9.5 cm,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/1_00246468-b700-4bc7-b9ed-88fb05911b5b.png?v=1667258066,,,,2190,1839.6,10,decorative,,,11,Oliphante,1,,,,9.5,cm,Mexico,Clean with Silvo and polish with a soft fabric afterwards.,,
220,LS,LS220,,1,4,gl_living_room,Oliphante Silver Plated Candle Holder - Pair,Size,11 cm,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/21.png?v=1667258066,,,,2500,2100,10,decorative,,,11,Oliphante,1,,,,11,cm,Mexico,Clean with Silvo and polish with a soft fabric afterwards.,,
221,LS,LS221,,1,1,gl_dining,Molecot Drops Charger Plate,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/ScreenShot2022-11-02at3.36.01PM_5b5be96e-3981-4fa5-86aa-be7d9002a7eb.png?v=1667428098,,Black,Limoges Porcelain,5297,4449.48,1,dinnerware,1,charger_plates,7,Molecot,1,,,,32,cm,France,Not suitable for microwave or dishwasher use,,Y
222,LS,LS222,,1,1,gl_dining,Krinkle Placemats and Napkins,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/1_1_copy.png?v=1666043186,,,Coated Linen,405,340.2,5,table_linens,24,napkins,5,La Gallina Matta,1,,,,,,Italy,Machine Wash Safe In Delicate Cycle and Tumble Air Dry in a Flat Position.,,
223,LS,LS223,,1,1,gl_dining,Parentesi Oval Luncheon Napkins - Set of 4,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/1_1_copy2.png?v=1666043009,,,Linen,2000,1680,5,table_linens,24,napkins,5,La Gallina Matta,4,,,,,,Italy,Machine Wash Safe In Delicate Cycle and Tumble Air Dry in a Flat Position.,,
224,LS,LS224,,1,1,gl_dining,Octagon Placemats & Napkins - Set of 4,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/Untitleddesign_1_d526f5ed-582f-4da6-b41d-70a269b30a43.png?v=1666039086,,,Coated Linen,4000,3360,5,table_linens,24,napkins,5,La Gallina Matta,4,,,,,,Italy,Machine Wash Safe In Delicate Cycle and Tumble Air Dry in a Flat Position.,,
225,LS,LS225,,1,1,gl_dining,Gong Placemats,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/Untitleddesign_1_copy_6041a435-7540-47a4-b22b-fed54bd6539c.png?v=1666035498,,,Coated Linen,375,315,5,table_linens,25,placemats,5,La Gallina Matta,1,,,,,,Italy,Machine Wash Safe In Delicate Cycle and Tumble Air Dry in a Flat Position.,,
226,LS,LS226,,1,1,gl_dining,Amazonia Cake Stand,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/ScreenShot2022-10-12at7.49.22PM.png?v=1665622177,,Green,Ceramic,6579,5526.36,2,serverware,12,cake_stands,6,Bordallo Pinheiro,1,,,,34,cm,Portugal,Not suitable for microwave or dishwasher use,,
