id,prefix,LSSIN,SKU,marketplace_id,gl,gl_description,item_name,variance_type,variance,image,description,color_name,material_type,msrp,msrp_tax_amount,category_id,category_name,subcategory_id,subcategory_name,brand_id,brand_name,number_of_items,hts_code,parent_lssin,is_base_product,size,unit_of_measurement,country_of_origin,care_instructions,is_vintage,is_pre_order
1,LS,LS1,,1,1,gl_dining,Les Depareillees Green Osieau Dessert Plate - Set of 2,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/ScreenShot2023-02-28at4.06.06PM_08c61fe4-9816-42f2-9ac3-a14a0a52b6b3.png?v=1706223231,,Green,Ceramic,1150,966,1,dinnerware,4,dessert_plates,1,Gien,2,,,,23.2,cm,France,Microwave and Dishwasher Safe (moderate use),,
2,LS,LS2,,1,1,gl_dining,Les Depariellees Monogramme Dessert Plate - Set of 2,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/ScreenShot2023-02-28at4.06.00PM_44803470-31b4-4fd4-872b-57d6671a727a.png?v=1706223185,,Green,Ceramic,1150,966,1,dinnerware,4,dessert_plates,1,Gien,2,,,,23.2,cm,France,Microwave and Dishwasher Safe (moderate use),,
3,LS,LS3,,1,1,gl_dining,Les Depareillees Green Osieau Dinner Plate - Set of 3,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/ScreenShot2023-02-28at4.06.06PM_b646352d-1fd0-404a-ab35-86745bbfb44a.png?v=1706203446,,Green,Ceramic,2490,2091.6,1,dinnerware,2,dinner_plates,1,Gien,3,,,,27.4,cm,France,Microwave and Dishwasher Safe (moderate use),,
4,LS,LS4,,1,1,gl_dining,Negro Vistas Aaron Stewart - Dinner Plate Set of 4,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/ScreenShot2024-01-23at11.03.48AM.png?v=1706029463,,Black & Blue,Ceramic,2620,2200.8,1,dinnerware,2,dinner_plates,2,La Cartuja de Sevilla,4,,,,25.8,cm,Spain,Microwave and dishwasher safe (moderate use),,
5,LS,LS5,,1,1,gl_dining,Serving Tray Small Les Depareillees - Blue,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/ScreenShot2023-11-28at2.50.09PM.png?v=1701204902,,Blue,Acrylic,1173,985.32,2,serverware,29,tray,1,Gien,1,,,,37 x 28.3 ,cm,France,,,
6,LS,LS6,,1,1,gl_dining,Serving Tray Small Les Depareillees - Green,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/ScreenShot2023-11-28at2.51.22PM.png?v=1701204874,,Green,Acrylic,1173,985.32,2,serverware,29,tray,1,Gien,1,,,,37 x 28.3 ,cm,France,,,
7,LS,LS7,,1,1,gl_dining,Serving Tray Large - Les Depareillees Green,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/ScreenShot2023-11-28at2.51.45PM.png?v=1701204745,,Green,Acrylic,1522,1278.48,2,serverware,29,tray,1,Gien,1,,,,46x36 ,cm,France,,,
8,LS,LS8,,1,1,gl_dining,Serving Tray Large - Les Depareillees Blue,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/ScreenShot2023-11-28at2.47.15PM.png?v=1701204586,,Blue,Acrylic,1522,1278.48,2,serverware,29,tray,1,Gien,1,,,,46x36 ,cm,France,,,
9,LS,LS9,,1,1,gl_dining,Zagara Tray Medium,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/Tray_Zagara_1_W_2005_2012.jpg?v=1698429482,Hand Made Lacquer Tray,Yellow,Lacquer,1052,883.68,2,serverware,29,tray,3,Ortigia Sicilia,1,,,,30.5 x 20.5 x 2.5 ,cm,Italy,,,
10,LS,LS10,,1,1,gl_dining,Tray Mosaico Red Medium,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/Tray_Red_Mosaico_1_W_2015_2029.jpg?v=1698429043,Hand Made Lacquer Tray,Red,Lacquer,1052,883.68,2,serverware,29,tray,3,Ortigia Sicilia,1,,,,30.5 x 20.5 x 2.5 ,cm,Italy,,,
11,LS,LS11,,1,1,gl_dining,Tray Dragonflies Rectangle,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/Tray_Butterfly_Rectangle_Front_2312_W.jpg?v=1698428169,,Black,Lacquer,1820,1528.8,2,serverware,29,tray,3,Ortigia Sicilia,1,,,,30.5 x 20.5 x 2.5 ,cm,Italy,,,
12,LS,LS12,,1,1,gl_dining,Tray Jungle,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/Tray_Jungle_Round_Front_2311_W.jpg?v=1698427538,,Black,Lacquer,1500,1260,2,serverware,29,tray,3,Ortigia Sicilia,1,,,,40 x 3,cm,Italy,,,
13,LS,LS13,,1,8,gl_fragrances,Aragona Palma Diffuser - 200 ml,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/Aragona_Diffuser_Palma_200ml_257.png?v=1698426139,,Purple,Glass,1089,914.76,8,diffusers_and_essences,,,3,Ortigia Sicilia,1,,,,200,ml,Italy,,,
14,LS,LS14,,1,7,gl_bathroom,Aragona Medium Decorated Candle,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/Aragona_Decorated_Candle_medium_643_2_W.png?v=1698426031,Burn Time: 75hrs,Purple,Wax,1426,1197.84,7,candles,,,3,Ortigia Sicilia,1,,,,380,gr,Italy,,,
15,LS,LS15,,1,7,gl_bathroom,Bergamotto Liquid Soap,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/Bergamotto_Liquid_Soap_W_261.jpg?v=1694201794,,Green,Glycerine,535,449.4,9,soaps_and_creams,,,3,Ortigia Sicilia,1,,,,300,ml,Italy,,,
16,LS,LS16,,1,1,gl_dining,Negro Vistas Aaron S. Broth Cup & Saucer - Set of 2,Color,Blue,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/set-4-tazas-consome-platillos-negro-vistas-blue-aaron-stewart.jpg?v=1694116142,,Black & Blue,Ceramic,2412,2026.08,1,dinnerware,37,broth_cup,2,La Cartuja de Sevilla,2,,,,15.7 x 7 ,cm,Spain,Microwave and dishwasher safe (moderate use),,
17,LS,LS17,,1,7,gl_bathroom,Zagara Hand Cream - 300ml,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/Zagara_Body_Cream_W_501.jpg?v=1691453773,,Yellow,,1030,865.2,9,soaps_and_creams,,,3,Ortigia Sicilia,1,,,,300,ml,Italy,,,
18,LS,LS18,,1,1,gl_dining,Green Oaxaca Dessert Plate,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/products/plato-postre-oaxaca-verde.jpg?v=1691255538,,Green,Ceramic,642,539.28,1,dinnerware,4,dessert_plates,2,La Cartuja de Sevilla,1,,,,20.8,cm,Spain,Microwave and dishwasher safe (moderate use),,
19,LS,LS19,,1,1,gl_dining,Black & White Oaxaca Dessert Plate,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/LC16_db765d0e-f1df-4748-8d0d-8ee96b1be6dc.png?v=1691255076,,Black & White,Ceramic,642,539.28,1,dinnerware,4,dessert_plates,2,La Cartuja de Sevilla,1,,,,20.8,cm,Spain,Microwave and dishwasher safe (moderate use),,
20,LS,LS20,,1,1,gl_dining,Aladdin Flatware -  1 place,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/ScreenShot2023-07-19at9.58.39AM.png?v=1689782340,"1 Table Fork, 1 Table Knife, 1 Table Spoon, 1 Dessert Spoon",Amber,"Stainless Steel 18/10, Acrylic Handle and Chromed Ring",1162,976.08,3,flatware,,,4,Casa Bugatti,4,,,,,,Italy,Dishwasher Safe,,
21,LS,LS21,,1,7,gl_bathroom,Zagara Liquid Soap & Body Cream Set,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/Zagara_Body_Cream_Liquid_Soap_Set_W_941.jpg?v=1689028822,,Yellow,Glycerine & Olive Oil,1440,1209.6,9,soaps_and_creams,,,3,Ortigia Sicilia,2,,,,300,ml,Italy,,,
22,LS,LS22,,1,7,gl_bathroom,Zagara Medium Decorated Candle,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/Zagara_Decorated_Candle_Medium_2170_W.jpg?v=1688690267,Burn Time: 75hrs,Yellow,Wax,1426,1197.84,7,candles,,,3,Ortigia Sicilia,1,,,,380,gr,Italy,,,
23,LS,LS23,,1,7,gl_bathroom,Sandalo Medium Decorated Candle,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/Sandalo_Decorated_Candle_Medium_2169_W.jpg?v=1688690145,Burn Time: 75hrs,Blue,Wax,1426,1197.84,7,candles,,,3,Ortigia Sicilia,1,,,,380,gr,Italy,,,
24,LS,LS24,,1,7,gl_bathroom,Sandalo Small Decorated Candle,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/Sandalo_Decorated_Candle_2163_W.jpg?v=1688690103,Burn Time: 35hrs,Blue,Wax,745,625.8,7,candles,,,3,Ortigia Sicilia,1,,,,150,gr,Italy,,,
25,LS,LS25,,1,7,gl_bathroom,Melograno Small Decorated Candle,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/Melograno_Decorated_Candle_2020_W.jpg?v=1688689995,Burn Time: 35hrs,Red,Wax,745,625.8,7,candles,,,3,Ortigia Sicilia,1,,,,150,gr,Italy,,,
26,LS,LS26,,1,7,gl_bathroom,Melograno Medium Decorated Candle,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/Melograno_Decorated_Candle_Medium_2168_W.jpg?v=1688689907,Burn Time: 75hrs,Red,Wax,1426,1197.84,7,candles,,,3,Ortigia Sicilia,1,,,,380,gr,Italy,,,
27,LS,LS27,,1,7,gl_bathroom,Florio Medium Decorated Candle,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/Florio_Decorated_Candle_Medium_2166_W_788c2114-a6a1-4f6e-91ea-502b8e82796c.jpg?v=1688690384,Burn Time: 75hrs,Light Blue,Wax,1426,1197.84,7,candles,,,3,Ortigia Sicilia,1,,,,380,gr,Italy,,,
28,LS,LS28,,1,7,gl_bathroom,Fico D' India Small Decorated Candle,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/Fico_Decorated_Candle_2018_W.jpg?v=1688689510,Burn Time: 30-35 hrs,Green,Wax,745,625.8,7,candles,,,3,Ortigia Sicilia,1,,,,150,gr,Italy,,,
29,LS,LS29,,1,7,gl_bathroom,Fico D' India Medium Decorated Candle,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/Fico_Decorated_Candle_Medium_2165_W.jpg?v=1688689183,Burn Time: 75hrs,Green,Wax,1426,1197.84,7,candles,,,3,Ortigia Sicilia,1,,,,380,gr,Italy,,,
30,LS,LS30,,1,7,gl_bathroom,Ambra Nera Medium Decorated Candle,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/Ambra_Decorated_Candle_Medium_2164_W.jpg?v=1688688686,Burn Time: 75hrs,Print,Wax,1426,1197.84,7,candles,,,3,Ortigia Sicilia,1,,,,380,gr,Italy,,,
31,LS,LS31,,1,7,gl_bathroom,Zagara Liquid Soap Refill - 1lt,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/Untitleddesign_1_d22064d0-597c-4880-bc7d-79b3b9757e68.png?v=1688688478,,Yellow,Glycerine ,990,831.6,9,soaps_and_creams,28,refill,3,Ortigia Sicilia,1,,,,1,lts,Italy,,,
32,LS,LS32,,1,7,gl_bathroom,Melograno Liquid Soap Refill - 1lt,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/Untitleddesign_1_5074c065-c1f0-4b1f-86b3-1518ac90f301.png?v=1688688329,,Black,Glycerine ,990,831.6,9,soaps_and_creams,28,refill,3,Ortigia Sicilia,1,,,,1,lts,Italy,,,
33,LS,LS33,,1,7,gl_bathroom,Florio Liquid Soap Refill - 1lt,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/Untitleddesign_1_5f0f1746-bcd0-4bbf-8347-35c29eb43dfb.png?v=1688688311,,Black,Glycerine ,990,831.6,9,soaps_and_creams,28,refill,3,Ortigia Sicilia,1,,,,1,lts,Italy,,,
34,LS,LS34,,1,7,gl_bathroom,Fico D'India Liquid Soap Refill - 1lt,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/Untitleddesign_1_415e588e-28aa-4c45-8ee9-b376e881360d.png?v=1688688290,,Black,Glycerine ,990,831.6,9,soaps_and_creams,28,refill,3,Ortigia Sicilia,1,,,,1,lts,Italy,,,
35,LS,LS35,,1,7,gl_bathroom,Bergamotto Liquid Soap Refill - 1lt,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/Untitleddesign_1_4b217bb2-2c84-48bf-963c-f356f227c97d.png?v=1688688260,,Black,Glycerine ,990,831.6,9,soaps_and_creams,28,refill,3,Ortigia Sicilia,1,,,,1,lts,Italy,,,
36,LS,LS36,,1,7,gl_bathroom,Ambra Nera Liquid Soap Refill - 1lt,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/Untitleddesign_1_27c56186-8f62-4eaa-865d-5e2cb85daa28.png?v=1688688172,,Black,Glycerine ,990,831.6,9,soaps_and_creams,28,refill,3,Ortigia Sicilia,1,,,,1,lts,Italy,,,
37,LS,LS37,,1,7,gl_bathroom,Green Ceramic Soap Dispenser - 300ml,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/Ceramic_Bottle_Green_2838.jpg?v=1688687644,,Green,Glycerine ,555,466.2,9,soaps_and_creams,,,3,Ortigia Sicilia,1,,,,300,ml,Italy,,,
38,LS,LS38,,1,7,gl_bathroom,Gold Ceramic Soap Dispenser - 300ml,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/Ceramic_Bottle_Gold.jpg?v=1688687604,,Gold,Glycerine ,555,466.2,9,soaps_and_creams,,,3,Ortigia Sicilia,1,,,,300,ml,Italy,,,
39,LS,LS39,,1,8,gl_fragrances,Zagara Gatto Diffuser - 200ml,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/Zagara_Gattopardo_Diffuser_200_W_113.jpg?v=1688672648,,Yellow,,1129,948.36,8,diffusers_and_essences,,,3,Ortigia Sicilia,1,,,,200,ml,Italy,,,
40,LS,LS40,,1,8,gl_fragrances,Zagara Palma Diffuser - 200ml,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/Zagara_Diffuser_200_W_119.jpg?v=1688672590,,Yellow,,1089,914.76,8,diffusers_and_essences,,,3,Ortigia Sicilia,1,,,,200,ml,Italy,,,
41,LS,LS41,,1,8,gl_fragrances,Florio Palma Diffuser- 200ml,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/Florio_Diffuser_200_W_236.jpg?v=1688672483,,Light Blue,,1089,914.76,8,diffusers_and_essences,,,3,Ortigia Sicilia,1,,,,200,ml,Italy,,,
42,LS,LS42,,1,8,gl_fragrances,Fico D' India Gatto Diffuser- 200ml,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/Fico_Gattopardo_Diffuser_200_W_214.jpg?v=1688672259,,Animal Print,,1129,948.36,8,diffusers_and_essences,,,3,Ortigia Sicilia,1,,,,200,ml,Italy,,,
43,LS,LS43,,1,8,gl_fragrances,Fico D' India Palma Diffuser- 200ml,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/Fico_Diffuser_200_W_601.jpg?v=1688671571,,Light Green,,1089,914.76,8,diffusers_and_essences,,,3,Ortigia Sicilia,1,,,,200,ml,Italy,,,
44,LS,LS44,,1,8,gl_fragrances,Bergamotto Palma Diffuser - 200ml,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/Bergamotto_Diffuser_200_W_661.jpg?v=1688671360,,Green,,1089,914.76,8,diffusers_and_essences,,,3,Ortigia Sicilia,1,,,,200,ml,Italy,,,
45,LS,LS45,,1,7,gl_bathroom,Florio Hand Cream - 300ml,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/Florio_Body_Cream_W_229.jpg?v=1688670738,,Light Blue,,1030,865.2,9,soaps_and_creams,,,3,Ortigia Sicilia,1,,,,300,ml,Italy,,,
46,LS,LS46,,1,7,gl_bathroom,Fico D'India Hand Cream - 300ml,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/Fico_Body_Cream_W_209.jpg?v=1688669860,,Light Green,,1030,865.2,9,soaps_and_creams,,,3,Ortigia Sicilia,1,,,,300,ml,Italy,,,
47,LS,LS47,,1,7,gl_bathroom,Ambra Nera Hand Cream - 300ml,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/Ambra_Body_Cream_W_313.jpg?v=1688669785,,Black,,1030,865.2,9,soaps_and_creams,,,3,Ortigia Sicilia,1,,,,300,ml,Italy,,,
48,LS,LS48,,1,8,gl_fragrances,Zagara Diffuser Refill - 500ml,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/Untitleddesign_1_cdb4bcae-b78a-4ea7-a819-13dfc2a45ffb.png?v=1688669060,,Black,,1228,1031.52,8,diffusers_and_essences,28,refill,3,Ortigia Sicilia,1,,,,500,ml,Italy,,,
49,LS,LS49,,1,8,gl_fragrances,Florio Diffuser Refill - 500ml,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/Untitleddesign_1_e586d2ec-2d85-4f45-80c3-6758b809f289.png?v=1688668931,,Black,,1228,1031.52,8,diffusers_and_essences,28,refill,3,Ortigia Sicilia,1,,,,500,ml,Italy,,,
50,LS,LS50,,1,8,gl_fragrances,Fico D'India Diffuser Refill - 500ml,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/Untitleddesign_1_ac0c4987-bc32-4c36-9d99-1733a00bef85.png?v=1688668765,,Black,,1228,1031.52,8,diffusers_and_essences,28,refill,3,Ortigia Sicilia,1,,,,500,ml,Italy,,,
51,LS,LS51,,1,8,gl_fragrances,Bergamotto Diffuser Refill - 500ml,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/Untitleddesign_1_cb41fa89-9993-4624-ba07-9d6f0d342415.png?v=1688668640,,Black,,1228,1031.52,8,diffusers_and_essences,28,refill,3,Ortigia Sicilia,1,,,,500,ml,Italy,,,
52,LS,LS52,,1,8,gl_fragrances,Ambra Nera Diffuser Refill - 500ml,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/Untitleddesign_1_00acee89-ed2f-4ab4-a53d-331c2175c3af.png?v=1688668462,,Black,,1228,1031.52,8,diffusers_and_essences,28,refill,3,Ortigia Sicilia,1,,,,500,ml,Italy,,,
53,LS,LS53,,1,8,gl_fragrances,Ambra Nera Palma Diffuser- 200ml,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/Ambra_Diffuser_200_W_702.jpg?v=1688667575,,Black,,1089,914.76,8,diffusers_and_essences,,,3,Ortigia Sicilia,1,,,,200,ml,Italy,,,
54,LS,LS54,,1,1,gl_dining,Parentesi Beige Napkin,Title,Default Title,,,,,500,420,5,table_linens,24,napkins,5,La Gallina Matta,1,,,,,,Italy,,,
55,LS,LS55,,1,1,gl_dining,Negro Vistas Aaron Stewart - Soup Plate Set of 6,Color,Black & Blue,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/ScreenShot2023-06-12at1.55.17PM_182bc815-6908-4981-9f99-938ce39b2768.png?v=1686599796,,Black & Blue,Ceramic,3930,3301.2,1,dinnerware,3,soup_plates,2,La Cartuja de Sevilla,6,,,,23.5,cm,Spain,,,
56,LS,LS56,,1,1,gl_dining,Negro Vistas Aaron Stewart - Dessert Plate Set of 2,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/ScreenShot2023-06-12at1.55.17PM_f79fb353-47ec-42b9-8b1b-d3409cb1b848.png?v=1686599823,,Black & Blue,Ceramic,1156,971.04,1,dinnerware,4,dessert_plates,2,La Cartuja de Sevilla,2,,,,,,Spain,,,
57,LS,LS57,,1,1,gl_dining,Negro Vistas Aaron Stewart - Dinner Plate Set of 6,Color,Black & Blue,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/ScreenShot2023-06-12at1.55.17PM.png?v=1686599750,,Black & Blue,Ceramic,3930,3301.2,1,dinnerware,2,dinner_plates,2,La Cartuja de Sevilla,6,,,,25.8,cm,Spain,Microwave and dishwasher safe (moderate use),,
58,LS,LS58,,1,1,gl_dining,Cabbage Bowl 29,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/0000315_couve-taca-29-natural.jpg?v=1686598797,,Green,Ceramic,1629,1368.36,1,dinnerware,5,bowls,6,Bordallo Pinheiro,1,,,,29,cm,Portugal,Microwave and dishwasher safe (moderate use),,
59,LS,LS59,,1,4,gl_living_room,Sevilla Flower Vase,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/florero-negro-sevilla.jpg?v=1686356210,,Black,Ceramic,1928,1619.52,10,decorative,30,vases,2,La Cartuja de Sevilla,1,,,,17 x 12 x 30 ,cm,Spain,Handwash,,
60,LS,LS60,,1,4,gl_living_room,Sevilla Flower Vase,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/florero-azul-sevilla.jpg?v=1684174516,,Blue,Ceramic,1928,1619.52,10,decorative,30,vases,2,La Cartuja de Sevilla,1,,,,17 x 12 x 30 ,cm,Spain,Handwash,,
61,LS,LS61,,1,4,gl_living_room,Sevilla Flower Vase,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/florero-verde-sevilla.jpg?v=1684174432,,Green,Ceramic,1928,1619.52,10,decorative,30,vases,2,La Cartuja de Sevilla,1,,,,17 x 12 x 30 ,cm,Spain,Handwash,,
62,LS,LS62,,1,4,gl_living_room,Sevilla Flower Vase,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/florero-rosa-sevilla.jpg?v=1684173943,,Red,Ceramic,1928,1619.52,10,decorative,30,vases,2,La Cartuja de Sevilla,1,,,,17 x 12 x 30 ,cm,Spain,Handwash,,
63,LS,LS63,,1,1,gl_dining,Negro Vistas Bread Plate - Set of 4,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/consomeplato_f8230b4c-3e3b-4486-9bf6-a22fb489e66b.jpg?v=1684172967,,Black,Ceramic,1384,1162.56,1,dinnerware,6,bread_plates,2,La Cartuja de Sevilla,4,,,,15,cm,Spain,Microwave and dishwasher safe (moderate use),,
64,LS,LS64,,1,1,gl_dining,Negro Vistas Sauce Boat with Plate,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/salsera-negro-vistas.jpg?v=1684171545,,Black,Ceramic,1888,1585.92,2,serverware,14,sauce_boats,2,La Cartuja de Sevilla,1,,,,22.7 x10 x 9.3 ,cm,Spain,Microwave and dishwasher safe (moderate use),,
65,LS,LS65,,1,1,gl_dining,Negro Vistas Tureen,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/sopera-negro-vistas.jpg?v=1684171336,,Black,Ceramic,3214,2699.76,2,serverware,11,tureens,2,La Cartuja de Sevilla,1,,,,33.5 x 20.5 x 23 ,cm,Spain,Microwave and dishwasher safe (moderate use),,
66,LS,LS66,,1,1,gl_dining,Negro Vistas Salad Bowl,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/ensaladera-negro-vistas.jpg?v=1684171201,,Black,Ceramic,1903,1598.52,2,serverware,31,salad_bowl,2,La Cartuja de Sevilla,1,,,,27 x 27 x 9.5 ,cm,Spain,Microwave and dishwasher safe (moderate use),,
67,LS,LS67,,1,1,gl_dining,Negro Vistas Platter,Size,30.5 cm,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/fuente-negro-vistas-grande.jpg?v=1684170866,,Black,Ceramic,1349,1133.16,2,serverware,9,platters,2,La Cartuja de Sevilla,1,,,,30.5,cm,Spain,Microwave and dishwasher safe (moderate use),,
68,LS,LS68,,1,1,gl_dining,Negro Vistas Platter,Size,25.7 cm,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/fuente-negro-vistas-grande.jpg?v=1684170866,,Black,Ceramic,1040,873.6,2,serverware,9,platters,2,La Cartuja de Sevilla,1,,,,34,cm,Spain,Microwave and dishwasher safe (moderate use),,
69,LS,LS69,,1,1,gl_dining,Negro Vistas Broth Cup with Saucer - Set of 2,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/set-12-tazas-consome-platillos-negro-vistas.jpg?v=1684173071,,Black,Ceramic,1910,1604.4,1,dinnerware,37,broth_cup,2,La Cartuja de Sevilla,2,,,,15.7 x 7 ,cm,Spain,Microwave and dishwasher safe (moderate use),,
70,LS,LS70,,1,1,gl_dining,Negro Vistas Breakfast Cup with Saucer - Set of 2,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/set-6-tazas-desayuno-platillos-negro-vistas.jpg?v=1684170584,,Black,Ceramic,1758,1476.72,1,dinnerware,7,tea_and_coffee,2,La Cartuja de Sevilla,2,,,,20.5,cm,Spain,Microwave and dishwasher safe (moderate use),,
71,LS,LS71,,1,1,gl_dining,Negro Vistas Dessert Plate - Set of 4,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/plato-postre-negro-vistas.jpg?v=1684170356,,Black,Ceramic,2004,1683.36,1,dinnerware,4,dessert_plates,2,La Cartuja de Sevilla,4,,,,20.5,cm,Spain,Microwave and dishwasher safe (moderate use),,
72,LS,LS72,,1,1,gl_dining,Negro Vistas Soup Plate - Set of 4,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/plato-hondo-negro-vistas.jpg?v=1684170191,,Black,Ceramic,2312,1942.08,1,dinnerware,3,soup_plates,2,La Cartuja de Sevilla,4,,,,25.5,cm,Spain,Microwave and dishwasher safe (moderate use),,
73,LS,LS73,,1,1,gl_dining,Negro Vistas Dinner Plate - Set of 4,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/plato-llano-28-cm-negro-vistas.jpg?v=1684170041,,Black,Ceramic,2312,1942.08,1,dinnerware,2,dinner_plates,2,La Cartuja de Sevilla,4,,,,25.5,cm,Spain,Microwave and dishwasher safe (moderate use),,
74,LS,LS74,,1,1,gl_dining,Negro Vistas Aaron S. Breakfast Cup With Saucer - Set of 2,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/taza-te-yellow-negro-vistas-aaron-stewart.jpg?v=1684168410,,Black & Yellow,Ceramic,2296,1928.64,1,dinnerware,7,tea_and_coffee,2,La Cartuja de Sevilla,2,,,,6,cm,Spain,Microwave and dishwasher safe (moderate use),,
75,LS,LS75,,1,1,gl_dining,Negro Vistas Aaron S. Bread Plate,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/platillo-te-yellow-aaron-stewart.jpg?v=1684168264,,Black & Yellow,Ceramic,424,356.16,1,dinnerware,6,bread_plates,2,La Cartuja de Sevilla,1,,,,15,cm,Spain,Microwave and dishwasher safe (moderate use),,
76,LS,LS76,,1,1,gl_dining,Negro Vistas Aaron S. Gravy boat with plate,Title,Default Title,https://cdn.shopify.com/s/files/1/0508/0861/9187/files/salsera-negro-vistas-yellow-aaron-stewart.jpg?v=1684168074,,Black & Yellow,Ceramic,2159,1813.56,2,serverware,14,sauce_boats,2,La Cartuja de Sevilla,1,,,,,,Spain,Microwave and dishwasher safe (moderate use),,
